asn,name,class,cc
AS10518,Wall Internet LLC,Unknown,US
AS10519,"ANS Communications, Inc.",Unknown,US
AS1052,Coeur d' Alene Tribe,Unknown,US
AS10520,Execulink Telecom Inc.,Unknown,CA
AS10521,"MarCom, Inc",Unknown,US
AS10522,BlueStar Communications,Unknown,US
AS10523,Excalibur Group,Unknown,US
AS10524,GOYA DE PUERTO RICO,Unknown,PR
AS10525,NCS Pearson Inc.,Unknown,US
AS10526,Direct Report Corporation,Unknown,US
AS10527,Pulver.com,Unknown,US
AS10528,Intelisys Electronic Commerce,Unknown,US
AS10529,Avondale Federal Savings Bank,Unknown,US
AS1053,"BearCom Operating, LLC",Unknown,US
AS10530,SES Americom Inc.,Unknown,US
AS10531,Terra Networks Brasil S.A.,Unknown,BR
AS10532,Rackspace Hosting,Unknown,US
AS10533,Hypnovista Network Services,Unknown,CA
AS10534,GoAmerica Communications Corp,Unknown,US
AS10535,"US Netway, Inc.",Unknown,US
AS10536,"Individual, Inc.",Unknown,US
AS10537,CTI Networks Inc.,Unknown,US
AS10538,TelAlaska,Eyeball,US
AS10539,"Netmore Internet, Inc.",Unknown,US
AS1054,Zont LLC,Unknown,US
AS10540,InfoDOOR Pty Ltd,Unknown,ZA
AS10541,Predictive Systems Inc.,Unknown,US
AS10542,Maplecrest Software Development Network Services Division,Unknown,US
AS10543,"Uptime Computer Services, Inc.",Unknown,US
AS10544,"NetGain Technologies, Inc.",Unknown,US
AS10545,University of Lynchburg,Unknown,US
AS10546,Mississippi State University,Unknown,US
AS10547,Firebird Management LLC,Unknown,US
AS10548,"LCGM, Inc.",Unknown,US
AS10549,The EmiNet Domain,Unknown,US
AS1055,City of Manteca,Unknown,US
AS10550,University of Texas System,Unknown,US
AS10551,"Monument Health Rapid City Hospital, Inc.",Unknown,US
AS10552,Catapult Integrated Systems,Unknown,US
AS10553,Silverplatter Information,Unknown,US
AS10554,WESTERN UNIVERSITY OF HEALTH SCIENCES,Unknown,US
AS10555,"Semi-Custom Logic, Inc",Unknown,US
AS10556,American Telnet,Unknown,US
AS10557,"Connect Northwest Internet Services, LLC",Unknown,US
AS10558,"Biola University, Inc.",Unknown,US
AS10559,"Web Street Securities, Inc.",Unknown,US
AS1056,White Hat Gaming Inc.,Unknown,US
AS10560,Instituto Tecnológico y de Estudios Superiores de Monterrey,Unknown,MX
AS10561,Brandeis University,Unknown,US
AS10562,"AIRnet Internet Services, Inc.",Unknown,US
AS10563,Rochelle Municipal Utilities,Unknown,US
AS10564,ROCKET SOFTWARE INC,Unknown,US
AS10565,"Silicon Valley Colocation, Inc.",Unknown,US
AS10566,ViaGenie Inc.,Unknown,CA
AS10567,Total Network Access,Unknown,US
AS10568,Proxy Communications Corporation,Unknown,CA
AS10569,Red CENIAInternet,Unknown,CU
AS1057,"Falcon Wireless, LLC",Unknown,US
AS10570,NTT Software,Unknown,CA
AS10571,UnitedHealth Group Incorporated,Unknown,US
AS10572,"Res Rocket Surfer, Inc",Unknown,US
AS10573,WebNexus Communications Inc.,Unknown,US
AS10574,"BJK & E, Inc.",Unknown,US
AS10576,"CDnow, Inc.",Unknown,US
AS10577,Worldwide Internet Publishing Corp,Unknown,US
AS10578,Harvard University,Unknown,US
AS10579,Highway 1,Unknown,US
AS1058,MCPc Inc.,Unknown,US
AS10580,"ARRIS Technology, Inc.",Unknown,US
AS10581,Thomson Municipal,Unknown,US
AS10582,TMI-USA,Unknown,US
AS10583,Connecticut Hospital Assoc.,Unknown,US
AS10584,"TradeWeb, LLC",Unknown,US
AS10585,NETLIMITED LLC,Unknown,US
AS10586,OSI de Guatemala,Unknown,GT
AS10587,Fiberpipe Inc.,Unknown,US
AS10588,"Intelligent Computer Solutions, Inc",Unknown,US
AS10589,"Houston Area League of PC Users, Inc. (HAL-PC)",Unknown,US
AS10590,Book Stacks Unlimited,Unknown,US
AS10591,Interact Communications,Unknown,US
AS10592,NET1Plus,Unknown,US
AS10593,Yahoo Holdings Inc.,Unknown,US
AS10594,"Cutting Edge Communications, Inc.",Unknown,US
AS10595,"Mauswerks, LLC.",Unknown,US
AS10596,Beckman Software Engineering,Unknown,US
AS10597,"Crusoe Communications, Inc.",Unknown,US
AS10598,Connectivity Capital LLC,Unknown,US
AS10599,McKesson Corp.,Unknown,US
AS106,"General Dynamics Mission Systems, Inc.",Unknown,US
AS1060,Sunwest Bank,Unknown,US
AS10600,CD-GRAF PUBLICACOES ELETRONICAS LTDA,Unknown,BR
AS10601,"elNet - Electro Link Network, Inc.",Unknown,US
AS10603,Typehouse Group,Unknown,US
AS10604,"Kinkos, Inc.",Unknown,US
AS10605,Service Net,Unknown,AR
AS10607,Global Communications INTERNETworking Corp.,Unknown,US
AS10608,Enterprise Network Systems,Unknown,US
AS10609,"Televar Northwest, Inc.",Unknown,US
AS1061,Integrated LS3 Solutions,Unknown,CA
AS10610,American Psychological Association,Unknown,US
AS10611,The Reohr Group,Unknown,US
AS10612,"Tudor, Pickering, Holt & Co. Securities, Inc.",Unknown,US
AS10613,"Maui Net, Inc.",Unknown,US
AS10614,"Zhonka Broadband, LLC",Unknown,US
AS10615,UBS AG,Unknown,US
AS10616,National Oceanic and Atmospheric Administration,Unknown,US
AS10617,SION S.A,Unknown,AR
AS10618,The National Business Network Inc.,Unknown,US
AS10619,Public Online Communications Corporation,Unknown,US
AS1062,City of Emmett,Unknown,US
AS10620,Telmex Colombia S.A.,Eyeball,CO
AS10621,First Internet,Unknown,US
AS10622,National Institute of Environmental Health Sciences (NIEHS),Unknown,US
AS10623,ANNAPOLIS INTERNET INC.,Unknown,US
AS10624,Netpoint de Venezuela,Unknown,VE
AS10625,"Intercontinental Exchange, Inc.",Unknown,US
AS10626,Intranet Technologies Inc.,Unknown,CA
AS10627,"Critical Path, LLC",Unknown,US
AS10628,Flexential Colorado Corp.,Unknown,US
AS10629,Inter-Pacific Network Services,Unknown,US
AS10630,Avati Seguranca Digital Avancada Ltda,Unknown,BR
AS10631,Georgia State University,Unknown,US
AS10632,Puget Sound Energy,Unknown,US
AS10633,"Avid Technology, Inc.",Unknown,US
AS10634,"iNET Computers, Inc.",Unknown,US
AS10635,GTE Law Enforcement Services,Unknown,US
AS10636,"Cap Gemini America, Inc.",Unknown,US
AS10637,Troy Systems,Unknown,US
AS10638,Kana.Com,Unknown,US
AS10639,ALPHABLOX CORPORATION,Unknown,US
AS1064,Rivulet Wireless Inc.,Unknown,US
AS10640,DATANET S.A.,Unknown,AR
AS10641,TicketMaster Corp.,Unknown,US
AS10642,"DHM Information Management, Inc",Unknown,US
AS10643,"Suburban Cable TU CO, Inc.",Unknown,US
AS10644,AlliedSignal Automotive Aftermarket,Unknown,US
AS10645,"Applied Innovations, Inc.",Unknown,US
AS10646,Television Communications Network,Unknown,US
AS10647,Nicholas Applegate,Unknown,US
AS10648,Pacific Brokerage Services,Unknown,US
AS1065,Tangerine Global,Unknown,US
AS10650,Extreme Internet,Unknown,US
AS10651,Internet Communications Corp,Unknown,US
AS10652,NetSide Corporation,Unknown,US
AS10653,USAI.NET,Unknown,US
AS10654,Connections Communications Sources Corp,Unknown,US
AS10655,BLOOMBERG INDUSTRY GROUP,Unknown,US
AS10656,Eau Claire Press Company,Unknown,US
AS10657,Giant Step,Unknown,US
AS10658,Kollektive lucid ephemeric kaptive syndrome socitey,Unknown,US
AS10659,Kyndryl,Unknown,US
AS1066,Armis,Unknown,US
AS10660,SYSNET Communications,Unknown,US
AS10661,Steadfast Financial LP,Unknown,US
AS10662,Norfolk Southern Corporation,Unknown,US
AS10663,"DiscoverNet, Incorporated",Unknown,US
AS10664,Fidium,Unknown,US
AS10665,SkyNET Corporation,Unknown,US
AS10666,"Allergan, Inc.",Unknown,US
AS10667,"Fidelity National Information Services, Inc.",Unknown,US
AS10668,"Lee Enterprises, Incorporated",Unknown,US
AS10669,Jobtrak Corp.,Unknown,US
AS1067,"Hamilton County, Ohio",Unknown,US
AS10670,COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO ESTADO MG,Unknown,BR
AS10671,Comision Nacional de Actividades Espaciales,Unknown,AR
AS10672,Red Storm Entertainment,Unknown,US
AS10673,"Ntirety, Inc.",Unknown,US
AS10674,Gainesville Regional Utilities,Carrier,US
AS10675,Viet-My,Unknown,US
AS10676,IBM,Unknown,US
AS10677,OMNCS,Unknown,US
AS10678,@trends.ca,Unknown,CA
AS10679,InterNetwork Services,Unknown,US
AS1068,"Mischler Real Estate Group, LLC",Unknown,US
AS10680,Indiana University,Unknown,US
AS10681,Yahoo Holdings Inc.,Unknown,US
AS10682,Vision Twenty-One,Unknown,US
AS10683,"Cruizo, Inc.",Unknown,US
AS10684,EmpireNet,Unknown,US
AS10685,A5.COM,Unknown,US
AS10686,Myxa Corporation,Unknown,US
AS10687,Distributel Communications Limited,Unknown,CA
AS10688,ISM AUTOMACAO S.A.,Unknown,BR
AS10689,Fox Valley Internet,Unknown,US
AS1069,"Sidus Group, LLC",Unknown,US
AS10690,NETSCOUT SYSTEMS INC.,Unknown,US
AS10691,ColInterNet,Unknown,CO
AS10692,"DLS Internet Services, Inc",Unknown,US
AS10693,First Coast On Line Inc.,Unknown,US
AS10694,"Monster Worldwide, Inc.",Unknown,US
AS10695,"Wal-Mart Stores, Inc.",Unknown,US
AS10696,MicroPatent,Unknown,US
AS10697,Interlink S.R.L.,Unknown,AR
AS10698,Wood River Technologies,Unknown,US
AS10699,"TelSoft Consultants, Inc.",Unknown,US
AS107,Air Force Systems Networking,Unknown,US
AS1070,Peel Regional Police,Unknown,CA
AS10700,"TECINFO, Inc.",Unknown,US
AS10701,"Fiber Plus, Inc",Unknown,US
AS10702,Idaho National Laboratory,Unknown,US
AS10703,Quadrunner Communications,Unknown,US
AS10704,ML Telecom,Unknown,BR
AS10705,NetUnlimited Inc.,Unknown,US
AS10706,YUVOX SA DE CV,Unknown,MX
AS10707,"Magibox, Inc.",Unknown,US
AS10708,SelectNet Internet Services,Unknown,US
AS10709,Net USA,Unknown,US
AS1071,ROCK Networks Inc.,Unknown,CA
AS10710,"TRS Solutions, LLC",Unknown,US
AS10711,Windstream Communications LLC,Unknown,US
AS10712,"Strada Internet Services, Inc.",Unknown,US
AS10713,"Insync Internet Services, Inc.",Unknown,US
AS10714,The Rock Island Group,Unknown,US
AS10715,Universidade Federal de Santa Catarina,Unknown,BR
AS10716,OPTIMAL INTEGRATED SOLUTIONS,Unknown,US
AS10717,Scholastic Inc.,Unknown,US
AS10718,"CNO Financial Group, Inc.",Unknown,US
AS10719,Verizon Business,Unknown,US
AS1072,"Payward, Inc.",Unknown,US
AS10720,Verizon Business,Unknown,US
AS10721,The Andersons Inc,Unknown,US
AS10722,C1CX,Unknown,US
AS10723,Meritage Group LP,Unknown,US
AS10724,Harbor Enterprise Center,Unknown,US
AS10725,"Genentech, Inc.",Unknown,US
AS10726,"Internet Navigator, Inc.",Unknown,US
AS10727,"Netaccess, Inc.",Unknown,US
AS10728,"T-Mobile USA, Inc.",Unknown,US
AS10729,Business Products,Unknown,US
AS1073,South Carolina Legislative Services Agency,Unknown,US
AS10730,"Syndeo Networks, Inc",Unknown,US
AS10731,"Daedal Enterprises, Inc.",Unknown,US
AS10732,TierraNet Inc.,Unknown,US
AS10733,DC MATRIX INTERNET S/A,Eyeball,BR
AS10734,Sioux Valley Wireless,Unknown,US
AS10735,DataCourse Internet Solutions,Unknown,US
AS10736,"International Telcom, Ltd.",Unknown,US
AS10737,CellularONE,Unknown,US
AS10738,"NACIO Systems, Inc.",Unknown,US
AS10739,CyberNET Engineering,Unknown,US
AS1074,"Production Networks, LLC",Unknown,US
AS10740,"Origin Systems, INC.",Unknown,US
AS10741,Wam Net Enterprises Inc.,Unknown,US
AS10742,Deniz Corporation,Unknown,US
AS10743,NTT Multimedia Communication Laboratories,Unknown,US
AS10744,"Innovative Business Technology, Inc.",Unknown,US
AS10745,ARIN Operations,Unknown,US
AS10746,"Toshiba America, Inc.",Unknown,US
AS10747,"Epic Hosting, LLC",Unknown,US
AS10748,Quantum Research Corporation,Unknown,US
AS10749,"Ntirety, Inc.",Unknown,US
AS1075,Wiseinfotec.net LLC,Unknown,US
AS10750,Mark Twain Rural Telephone Co.,Unknown,US
AS10751,G.T.S.,Unknown,CA
AS10752,"SuperHighway.net, Inc.",Unknown,US
AS10753,"Level 3 Parent, LLC",Unknown,US
AS10754,Federal Reserve Board,Unknown,US
AS10755,Dartmouth College,Content,US
AS10756,"VVM, Inc.",Unknown,US
AS10757,SSD S. A.,Unknown,AR
AS10758,"INWave Internet, Inc",Unknown,US
AS1076,TNC Wireless Limited,Unknown,CA
AS10760,"CS Wireless Systems, Inc.",Unknown,US
AS10761,"Tricetel, Inc.",Unknown,US
AS10762,TestDrive Corporation,Unknown,US
AS10763,"Web Side Story, Inc.",Unknown,US
AS10764,University of Illinois,Unknown,US
AS10765,CloudNet,Unknown,US
AS10766,"Toshiba America Information Systems, CSE",Unknown,US
AS10767,Hiper Net,Unknown,US
AS10768,"Cogent Communications, LLC",Unknown,US
AS10769,Tidal Wave Internet,Unknown,US
AS1077,"ActivePure Technologies, LLC",Unknown,US
AS10770,"AT&T Enterprises, LLC",Unknown,US
AS10771,"AT&T Enterprises, LLC",Unknown,US
AS10772,"AT&T Enterprises, LLC",Unknown,US
AS10773,"AT&T Enterprises, LLC",Unknown,US
AS10774,"AT&T Enterprises, LLC",Unknown,US
AS10775,"Bernard Hodes Advertising, Inc.",Unknown,US
AS10776,NETSCAN Technology Corporation,Unknown,US
AS10777,"Buzzeo, Inc",Unknown,US
AS10778,MCL Internet,Eyeball,CL
AS10779,"StepBroBD, Inc.",Eyeball,US
AS1078,Lightwave,Unknown,US
AS10780,"Pure Storage, INC.",Unknown,US
AS10781,"Vineyard.NET, Inc.",Unknown,US
AS10782,HP Inc.,Unknown,US
AS10783,Internet Web Service Corporation,Unknown,US
AS10784,Verizon Business,Unknown,US
AS10785,Internet Services S.A.,Unknown,AR
AS10786,Chartway Federal Credit Union,Unknown,US
AS10787,"mother.com, Inc.",Unknown,US
AS10788,CDW LLC,Unknown,US
AS10789,The Bignet,Unknown,US
AS1079,"Protera Technologies, LLC",Unknown,US
AS10790,"Lazard Freres & Co., LLC",Unknown,US
AS10791,PDQ NET INCORPORATED,Unknown,US
AS10792,WebNet Inc.,Unknown,US
AS10793,ID Software,Unknown,US
AS10794,"Bank of America, National Association",Unknown,US
AS10795,Desarrollos Digitales S. A.,Unknown,AR
AS10796,Charter Communications Inc,Eyeball,US
AS10797,"MICH.COM, INC.",Unknown,US
AS10798,The Standard Bank of South Africa (Proprietary) Limited,Unknown,ZA
AS10799,Pittencrief Communications,Unknown,US
AS108,Xerox Corporation,Unknown,US
AS1080,Water and Power Community Credit Union,Unknown,US
AS10800,Internet Arena,Unknown,US
AS10801,REGIONS FINANCIAL CORPORATION,Unknown,US
AS10802,KOPPEL STEEL,Unknown,US
AS10803,The Immedia Ecosystem (Pty) Ltd,Unknown,ZA
AS10804,Matawa First Nations Management,Unknown,CA
AS10805,Verizon Business,Unknown,US
AS10806,AGENCE FRANCE PRESSE,Unknown,US
AS10807,"Hitachi Business International, Ltd.",Unknown,JP
AS10808,The Globe and Mail,Unknown,CA
AS10809,"FirstLight Fiber, Inc.",Unknown,US
AS1081,CompSource Mutual Insurance Company,Unknown,US
AS10810,"Harvest Communications, Inc.",Unknown,US
AS10811,Internet Express Network,Unknown,US
AS10812,University of Texas System,Unknown,US
AS10813,Deltathree,Unknown,US
AS10814,XS Bandwidth Associates,Unknown,US
AS10815,Turnkey Internet Inc.,Unknown,US
AS10816,"DeskTalk Systems, Inc.",Unknown,US
AS10817,Georgia Connection.net,Unknown,US
AS10818,Fullnet Communications,Unknown,US
AS10819,IFWORLD Inc.,Unknown,US
AS1082,"Zenith American Solutions, Inc.",Unknown,US
AS10820,Mecklermedia Corp.,Unknown,US
AS10821,"The Pioneer Telephone Association, Inc.",Unknown,US
AS10822,"Unistar Entertainment, Inc",Unknown,US
AS10823,"NetCarrier, Inc.",Unknown,US
AS10824,BANQUE DE LA REPUBLIQUE D'HAITI,Unknown,HT
AS10825,"CenturyLink Communications, LLC",Unknown,US
AS10826,"CenturyLink Communications, LLC",Unknown,US
AS10827,"CenturyLink Communications, LLC",Unknown,US
AS10828,"CenturyLink Communications, LLC",Unknown,US
AS10829,"CenturyLink Communications, LLC",Unknown,US
AS1083,"AGK Consulting, Inc.",Unknown,US
AS10830,"CenturyLink Communications, LLC",Unknown,US
AS10831,"CenturyLink Communications, LLC",Unknown,US
AS10832,"CenturyLink Communications, LLC",Unknown,US
AS10833,"CenturyLink Communications, LLC",Unknown,US
AS10834,Telefonica de Argentina,Unknown,AR
AS10835,Visionary Communications LLC,Unknown,US
AS10836,New Jersey Computer Connection,Unknown,US
AS10837,"Wells Fargo Bank, N.A.",Unknown,US
AS10838,Charter Communications Inc,Eyeball,US
AS10839,"Computerese Information Network, Inc.",Unknown,US
AS1084,Intermountain Medical Imaging,Unknown,US
AS10840,California Department of Technology,Unknown,US
AS10841,SBC SISTEMA BRASILEIRO DE COMUNICACOES LTDA,Unknown,BR
AS10842,Cegelec ESCA Corporation,Unknown,US
AS10843,Advanced Internet Technologies,Unknown,US
AS10844,Vastnet Corp,Unknown,US
AS10845,HITCOM CORP,Unknown,US
AS10846,Deere & Company,Unknown,US
AS10847,"Podernet, S.A. de C.V.",Unknown,MX
AS10848,"NTT DATA Services, LLC",Unknown,US
AS10849,Dallas College,Unknown,US
AS1085,Prairie Crocus Rural Internet Limited,Unknown,CA
AS10850,The M/A/R/C Group,Unknown,US
AS10851,St Johns County BOCC,Unknown,US
AS10852,"Premier Internet, Inc.",Unknown,US
AS10853,Andersen Corporation,Unknown,US
AS10854,AirMedia,Unknown,US
AS10855,AUTO BY TEL,Unknown,US
AS10856,LINKDATA COMMUNICATIONS INC,Unknown,CA
AS10857,JCPenney,Unknown,US
AS10858,Hypertherm Inc.,Unknown,US
AS10859,"General Dynamics Information Technology, Inc.",Unknown,US
AS1086,Get LLC,Unknown,US
AS10860,MTS Inc,Unknown,US
AS10861,"E-Z.Net, Inc",Unknown,US
AS10862,Curtis Mathes,Unknown,US
AS10863,"WaveFront Communications, Inc.",Unknown,US
AS10864,Elogic,Unknown,US
AS10865,B2B2C Inc,Unknown,CA
AS10866,Redsat Inc.,Unknown,US
AS10867,Foothill-DeAnza Community College District,Unknown,US
AS10868,DownCity LLC,Unknown,US
AS10869,Bellcore,Unknown,US
AS1087,Bloomington Public School District,Unknown,US
AS10870,"Link-1, Inc.",Unknown,US
AS10871,National Oceanic and Atmospheric Administration,Unknown,US
AS10872,Digital Visions,Unknown,US
AS10873,Siemens Microelectronics,Unknown,US
AS10874,Sunset Direct,Unknown,US
AS10875,Fundação de Apoio da UFRGS,Unknown,BR
AS10876,MAOZ.COM,Unknown,US
AS10877,Chambers Multimedia Connection,Unknown,US
AS10878,Internet Broadcasting System,Unknown,US
AS10879,Unitedhealthcare,Unknown,US
AS1088,FastBridge Fiber,Unknown,US
AS10880,Yahoo Holdings Inc.,Unknown,US
AS10881,FUNPAR - Fundacao da UFPR para o DCTC,Unknown,BR
AS10882,Clarity Connect Inc,Unknown,US
AS10883,"Labtest.com, Inc",Unknown,US
AS10884,Oracle Corporation,Unknown,US
AS10885,"Amini Enterprises, Inc.",Unknown,US
AS10886,University of Maryland,Unknown,US
AS10887,BPSI Internet Services,Unknown,US
AS10888,National Aeronautics and Space Administration,Unknown,US
AS10889,Trensen Inc.,Unknown,US
AS1089,"Zella Technologies, LLC",Unknown,US
AS10890,Philadelphia Newspapers Incorporated,Unknown,US
AS10891,Universal Tax Systems Inc,Unknown,US
AS10892,"Infinite Software Solutions, Inc.",Unknown,US
AS10893,The New York Times Company,Unknown,US
AS10894,"WebGenesis, Inc",Unknown,US
AS10895,Telecom Argentina S.A.,Unknown,AR
AS10896,"Verifone, Inc.",Unknown,US
AS10897,Camara dos Deputados,Unknown,BR
AS10899,Caris Life Sciences,Unknown,US
AS109,"CISCO SYSTEMS, INC.",Unknown,US
AS10900,Educational Network Provider,Unknown,US
AS10901,TERABIT.NET,Unknown,US
AS10902,BISYS Creative Solutions,Unknown,US
AS10903,Target Corporation,Unknown,US
AS10904,EQUISTAR Petrochecmical Company,Unknown,US
AS10905,Mobile Technology Ventures Inc,Unknown,US
AS10906,Núcleo de Informação e Coordenação do Ponto BR - NIC.BR,Unknown,BR
AS10907,"Security Coverage, Inc.",Unknown,US
AS10908,CloudfloorDNS,Unknown,US
AS10909,SkeeWave,Unknown,US
AS10910,Unitas Global,Unknown,US
AS10911,Unitas Global,Unknown,US
AS10912,Unitas Global,Unknown,US
AS10913,Unitas Global,Unknown,US
AS10914,"CoreCivic of Tennessee, LLC",Unknown,US
AS10915,CQL Incorporated,Unknown,US
AS10916,First Volunteer Bank,Unknown,US
AS10917,Thomson Corporation,Unknown,US
AS10918,Accurant Cloud Services LLC,Unknown,US
AS10919,Troy Corporation,Unknown,US
AS10920,John Paul the Great Catholic University,Unknown,US
AS10921,Commonwealth of KentuckyDepartment of Information Systems,Unknown,US
AS10922,"Better Stack, Inc.",Unknown,US
AS10923,"Vonage Holdings, Inc.",Unknown,US
AS10924,Division of Legislative Automated Systems,Unknown,US
AS10925,Snowbound Software Corporation,Unknown,US
AS10926,Mage Networks Inc.,Unknown,CA
AS10927,"Packet Clearing House, Inc.",Unknown,US
AS10928,CrossCountry Mortgage,Unknown,US
AS10929,eStruxture Data Centers Inc.,Eyeball,CA
AS10930,"Nova Internet Services, Inc.",Unknown,US
AS10931,Wire4Biz LLC,Unknown,US
AS10932,UC2B,Unknown,US
AS10933,Windstream Communications LLC,Unknown,US
AS10934,JPMorgan Chase & Co.,Unknown,US
AS10935,RLC INTERNET,Unknown,US
AS10936,Marnell Corrao Assoc.,Unknown,US
AS10937,Liberty Mobile Puerto Rico Inc.,Unknown,PR
AS10938,AGENCIA ESTADUAL DE TECNOLOGIA DA INFORMACAO - ATI,Unknown,BR
AS10939,"Paxton Media Group, LLC.",Unknown,US
AS10940,Sangoma US Inc.,Unknown,US
AS10941,Genuine Telecom,Unknown,US
AS10942,Pechanga Band of Indians,Unknown,US
AS10943,OLD REPUBLIC NATIONAL TITLE INSURANCE CO.,Unknown,US
AS10944,Association of Bay Area Governments,Unknown,US
AS10945,"ROI Solutions, LLC",Unknown,US
AS10946,"Network Time Foundation, Inc.",Unknown,US
AS10947,Mountain West Technologies Corporation,Unknown,US
AS10948,Voya Investment Management LLC,Unknown,US
AS10949,"SMART CITY NETWORKS, LIMITED PARTNERSHIP",Unknown,US
AS10950,"Politico, LLC",Unknown,US
AS10951,MGA ENTERTAINMENT INC.,Unknown,US
AS10952,East Carolina University,Unknown,US
AS10953,"CONSTELLATION ENERGY GENERATION, LLC",Unknown,US
AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Unknown,BR
AS10955,WILLIAM PATERSON UNIVERSITY,Unknown,US
AS10956,"Talk Fusion, Inc",Unknown,US
AS10957,REALMED CORPORATION,Unknown,US
AS10958,"Royell Communications, Inc.",Unknown,US
AS10959,"Bank of America, National Association",Unknown,US
AS1096,Izuma Networks Inc.,Unknown,US
AS10960,"CenturyLink Communications, LLC",Unknown,US
AS10961,Boston GigaPoP,Unknown,US
AS10962,Cerner Corporation,Unknown,US
AS10963,"PROTERRA, Inc.",Unknown,US
AS10964,Banco Credicoop Cooperativo Limitado,Unknown,AR
AS10965,MRNet,Unknown,CA
AS10966,"Alaska Airlines, Inc.",Unknown,US
AS10967,The Home Depot Inc.,Unknown,US
AS10968,Cargill Incorporated,Unknown,US
AS1097,Core Transit LLC,Unknown,US
AS10970,LightEdge Solutions,Unknown,US
