asn,cone,verdict,secure_parents,parent_count
47147,76,PARTIAL: VULNERABLE (Mixed),"[2914, 1299, 3320]",6
265038,75,PARTIAL: VULNERABLE (Mixed),"[174, 3356]",5
39386,75,PARTIAL: VULNERABLE (Mixed),"[2914, 5511, 6762, 174, 1299, 9498, 3356]",7
57724,75,VULNERABLE STABLE,[59692],5
133296,75,VULNERABLE STABLE,"[50673, 9498]",7
45305,74,VULNERABLE STABLE,[136106],8
11796,74,PARTIAL: VULNERABLE (Mixed),"[5056, 1299, 3257, 6939]",6
16637,73,PARTIAL: VULNERABLE (Mixed),"[12956, 5511, 6762, 174, 1299, 9498, 6939, 3356]",10
141137,73,VULNERABLE STABLE,[136106],3
139317,72,PARTIAL: VULNERABLE (Mixed),"[6939, 955, 20473]",8
12310,72,PARTIAL: VULNERABLE (Mixed),"[8708, 174, 6939]",6
5483,71,PARTIAL: VULNERABLE (Mixed),[3320],4
29465,70,VULNERABLE STABLE,[37613],5
62943,70,PARTIAL: VULNERABLE (Mixed),"[1299, 63457, 6939]",4
4621,70,VULNERABLE STABLE,[4651],3
3267,70,PARTIAL: VULNERABLE (Mixed),[1299],5
32505,69,PARTIAL: VULNERABLE (Mixed),"[6939, 174]",3
9119,69,PARTIAL: VULNERABLE (Mixed),"[5391, 1299, 41427, 6939]",6
262503,69,PARTIAL: VULNERABLE (Mixed),[7195],5
262761,68,PARTIAL: VULNERABLE (Mixed),"[1031, 174, 6939]",7
263703,68,PARTIAL: VULNERABLE (Mixed),"[23520, 1031]",4
47605,67,PARTIAL: VULNERABLE (Mixed),"[1299, 3356]",4
8767,67,PARTIAL: VULNERABLE (Mixed),"[2914, 1299, 3356, 3320, 24764]",5
207841,67,PARTIAL: VULNERABLE (Mixed),"[137409, 61049]",3
202766,66,PARTIAL: VULNERABLE (Mixed),"[34977, 174]",3
4847,66,PARTIAL: VULNERABLE (Mixed),[4809],2
262847,66,PARTIAL: VULNERABLE (Mixed),"[264409, 3356]",5
56630,65,PARTIAL: VULNERABLE (Mixed),"[2914, 6762, 174, 1299, 6453, 3257, 3356]",13
8308,65,PARTIAL: VULNERABLE (Mixed),"[5617, 9141, 57367, 3257, 6939]",6
262355,65,PARTIAL: VULNERABLE (Mixed),"[6762, 3356, 57463, 7195, 12956]",5
263966,65,PARTIAL: VULNERABLE (Mixed),[3356],5
15802,65,PARTIAL: VULNERABLE (Mixed),"[2914, 5511, 6762, 15412, 58453, 9498, 3356]",9
3204,65,PARTIAL: VULNERABLE (Mixed),"[9312, 6830, 1299, 6453, 8888, 6233, 3258]",8
53115,64,PARTIAL: VULNERABLE (Mixed),[3356],3
137491,64,PARTIAL: VULNERABLE (Mixed),"[9498, 6939, 6453]",4
263276,64,PARTIAL: VULNERABLE (Mixed),[3356],4
132770,64,VULNERABLE STABLE,[9498],3
24198,64,PARTIAL: VULNERABLE (Mixed),"[6939, 3356]",4
52872,64,PARTIAL: VULNERABLE (Mixed),[3356],3
3302,63,PARTIAL: VULNERABLE (Mixed),"[6762, 3356, 174]",4
9848,63,PARTIAL: VULNERABLE (Mixed),"[3491, 6453, 58453, 15412, 4637, 4766]",8
12297,63,PARTIAL: VULNERABLE (Mixed),"[6939, 6453]",3
149994,62,PARTIAL: VULNERABLE (Mixed),"[174, 6939]",6
2687,62,PARTIAL: VULNERABLE (Mixed),"[3491, 4713, 7018, 1299, 6453, 9498]",9
21433,62,PARTIAL: VULNERABLE (Mixed),"[6663, 36884, 29208, 8220, 7738, 36925, 577, 12874, 4713, 6799, 12956, 174, 4788, 3257, 55482, 701, 702, 10429, 6855, 9498, 3356, 21334, 855, 32098, 7018, 34683, 21949, 24521, 2516, 9186]",82
19009,61,PARTIAL: VULNERABLE (Mixed),"[174, 18683, 1299, 30517, 6939]",5
15994,61,PARTIAL: VULNERABLE (Mixed),"[174, 3356, 3257, 6939, 12956]",8
26042,61,PARTIAL: VULNERABLE (Mixed),"[3491, 36103, 174, 6453, 3257, 6939, 3356, 6461]",9
6789,61,PARTIAL: VULNERABLE (Mixed),[31500],9
8412,61,PARTIAL: VULNERABLE (Mixed),[3320],3
3212,59,PARTIAL: VULNERABLE (Mixed),[6939],3
263702,59,PARTIAL: VULNERABLE (Mixed),"[12956, 6762, 174, 7195, 3356]",6
12541,58,PARTIAL: VULNERABLE (Mixed),[3320],2
26677,58,PARTIAL: VULNERABLE (Mixed),"[6461, 174]",4
49800,58,PARTIAL: VULNERABLE (Mixed),"[1299, 6939, 6453]",4
14868,58,PARTIAL: VULNERABLE (Mixed),"[3356, 8167]",3
202984,58,PARTIAL: VULNERABLE (Mixed),"[6762, 31500, 174, 1299, 6939]",9
29049,58,PARTIAL: VULNERABLE (Mixed),"[2914, 1273, 5511, 6663, 6762, 174, 1299, 6453, 57463, 3257, 3356]",13
48858,58,PARTIAL: VULNERABLE (Mixed),[1299],5
10099,57,PARTIAL: VULNERABLE (Mixed),"[2914, 6762, 174, 1299, 6453, 3257, 3356, 4637]",14
28173,57,PARTIAL: VULNERABLE (Mixed),"[2914, 1031, 6762, 3356, 264409, 12956]",7
600,57,PARTIAL: VULNERABLE (Mixed),"[7018, 6939, 3356]",4
266931,56,PARTIAL: VULNERABLE (Mixed),[270817],4
17433,56,PARTIAL: VULNERABLE (Mixed),"[137409, 3491, 202662, 174, 6453, 3356]",7
45430,55,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 24482, 5511, 6762, 174, 4788, 6453, 58453, 15412, 6939, 3356, 4637, 4766]",17
30058,55,PARTIAL: VULNERABLE (Mixed),"[2914, 7195, 174, 7922, 6453, 3257, 6939]",8
268314,55,PARTIAL: VULNERABLE (Mixed),"[52871, 266396, 264997, 28201, 6057, 7738, 262462, 264899, 273777, 270331]",47
50581,55,PARTIAL: VULNERABLE (Mixed),"[1299, 35320, 6204, 5405]",6
396998,55,PARTIAL: VULNERABLE (Mixed),"[3257, 136557]",3
8849,54,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 37282, 5511, 6762, 174, 6453, 3257, 3356, 4637]",16
7720,54,PARTIAL: VULNERABLE (Mixed),"[6939, 3356]",3
8283,54,PARTIAL: VULNERABLE (Mixed),"[8455, 57866, 49453, 38930, 6453, 12956]",9
4780,54,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 6453, 6939]",7
5713,54,VULNERABLE (Atlas Verified),"[2914, 3491, 174, 3356]",7
36994,54,PARTIAL: VULNERABLE (Mixed),"[1273, 9498, 3356]",5
50606,54,PARTIAL: VULNERABLE (Mixed),"[29314, 1299, 6939, 3356]",7
150748,54,PARTIAL: VULNERABLE (Mixed),"[174, 9498]",6
262740,54,PARTIAL: VULNERABLE (Mixed),"[264409, 3356]",5
7545,54,VULNERABLE (Atlas Verified),"[174, 1299, 6453, 3356]",6
10753,53,PARTIAL: VULNERABLE (Mixed),"[701, 46887, 15305, 202, 203, 33651, 33652, 6461, 3356, 3549]",13
55818,53,PARTIAL: VULNERABLE (Mixed),"[6939, 57463]",5
197068,53,PARTIAL: VULNERABLE (Mixed),[1299],11
24516,52,PARTIAL: VULNERABLE (Mixed),"[3491, 1221, 174, 58511, 7474]",5
6768,52,PARTIAL: VULNERABLE (Mixed),"[6663, 6762, 8220, 174, 3257, 6939, 3356]",10
45177,52,PARTIAL: VULNERABLE (Mixed),"[132857, 2914, 4637]",3
7342,52,PARTIAL: VULNERABLE (Mixed),"[12956, 2914, 3491, 1299, 6453, 4213, 3356]",10
63023,52,PARTIAL: VULNERABLE (Mixed),"[174, 9009, 3257, 6461]",5
327708,52,PARTIAL: VULNERABLE (Mixed),"[2914, 5511, 37100, 174, 6453, 9498]",8
1853,52,PARTIAL: VULNERABLE (Mixed),[6939],5
27552,51,PARTIAL: VULNERABLE (Mixed),"[1299, 33083, 3356, 701]",5
35104,51,PARTIAL: VULNERABLE (Mixed),[6453],12
11967,51,PARTIAL: VULNERABLE (Mixed),"[835, 1299, 6939]",7
41313,51,PARTIAL: VULNERABLE (Mixed),"[5603, 1299, 50263, 6939, 3356]",6
8449,51,PARTIAL: VULNERABLE (Mixed),[31500],4
36086,50,PARTIAL: VULNERABLE (Mixed),"[1828, 174, 1299, 13335, 3356, 6461]",7
6774,50,PARTIAL: VULNERABLE (Mixed),"[4637, 3303, 5511, 174, 1299, 6453, 3320, 3356, 5405]",11
38794,50,VULNERABLE STABLE,[4651],3
45558,50,PARTIAL: VULNERABLE (Mixed),"[6762, 4651, 174]",7
8764,50,PARTIAL: VULNERABLE (Mixed),"[13194, 1299, 174]",4
35699,50,PARTIAL: VULNERABLE (Mixed),"[174, 3257, 6939]",6
43668,50,PARTIAL: VULNERABLE (Mixed),"[6762, 8220, 174, 50263, 3257, 6939, 3356]",8
9145,50,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 3320, 3356]",5
61621,50,PARTIAL: VULNERABLE (Mixed),"[3356, 10429]",8
136907,50,PARTIAL: VULNERABLE (Mixed),"[8452, 5511, 7303, 13335, 7195, 3356, 12956, 3491, 174, 6453, 4788, 8757, 10429, 17984, 10834, 2516, 24413, 2914, 9318, 6762, 35819, 37100, 3320, 1273]",59
137085,50,VULNERABLE STABLE,[9498],5
4515,49,PARTIAL: VULNERABLE (Mixed),"[3491, 4760]",3
6697,49,PARTIAL: VULNERABLE (Mixed),"[174, 1299]",9
28198,49,PARTIAL: VULNERABLE (Mixed),"[52320, 3356, 10429]",6
136334,48,VULNERABLE STABLE,[9498],3
22645,48,PARTIAL: VULNERABLE (Mixed),"[174, 6300, 3257, 6939]",6
48678,48,PARTIAL: VULNERABLE (Mixed),[174],8
140641,47,PARTIAL: VULNERABLE (Mixed),[9498],6
9931,47,VULNERABLE STABLE,[4651],3
13977,47,PARTIAL: VULNERABLE (Mixed),"[6461, 174]",4
8926,47,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 6939, 3356]",8
43727,47,PARTIAL: VULNERABLE (Mixed),"[31500, 174, 6939]",9
9505,47,PARTIAL: VULNERABLE (Mixed),"[2914, 174, 1299, 6453, 3356]",6
262532,47,PARTIAL: VULNERABLE (Mixed),"[12956, 52320, 3356]",4
137367,47,VULNERABLE STABLE,[38757],1
8932,47,PARTIAL: VULNERABLE (Mixed),"[174, 3356]",5
53180,46,PARTIAL: VULNERABLE (Mixed),"[6762, 3356]",3
6849,46,PARTIAL: VULNERABLE (Mixed),"[35297, 174, 1299, 35320, 3356]",10
3561,46,PARTIAL: VULNERABLE (Mixed),"[209, 3356, 3910, 7991]",4
41095,46,PARTIAL: VULNERABLE (Mixed),"[3491, 3356]",3
17451,46,PARTIAL: VULNERABLE (Mixed),"[174, 6453, 6939]",9
58945,45,PARTIAL: VULNERABLE (Mixed),"[174, 9498, 6939]",9
42,45,PARTIAL: VULNERABLE (Mixed),"[2914, 1299, 3320, 18041, 6939, 3356, 701]",13
30823,44,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 50263, 3257, 6204, 5405]",8
9457,44,PARTIAL: VULNERABLE (Mixed),"[3786, 2914, 4637, 174]",4
28189,44,PARTIAL: VULNERABLE (Mixed),"[264409, 7195, 174]",4
11096,43,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 3356, 6939]",5
262999,43,PARTIAL: VULNERABLE (Mixed),"[7738, 1031]",4
134823,43,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 3462, 174, 58453]",10
266445,43,PARTIAL: VULNERABLE (Mixed),"[174, 271253, 7738]",7
1916,42,PARTIAL: VULNERABLE (Mixed),"[2914, 174, 6939]",5
6205,42,PARTIAL: VULNERABLE (Mixed),"[3257, 6939]",6
4229,42,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 5511, 1299, 57463, 3257, 12956]",8
44306,42,PARTIAL: VULNERABLE (Mixed),[3356],2
6325,42,PARTIAL: VULNERABLE (Mixed),"[7018, 174, 3257, 6939]",6
15935,42,PARTIAL: VULNERABLE (Mixed),"[1299, 174, 50263]",4
1237,41,PARTIAL: VULNERABLE (Mixed),[4766],2
9924,41,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 9318, 174, 15412, 58453, 3356, 4637]",10
2200,41,PARTIAL: VULNERABLE (Mixed),"[3257, 198507, 174]",3
196925,41,PARTIAL: VULNERABLE (Mixed),"[1299, 57463, 3356]",5
43061,40,PARTIAL: VULNERABLE (Mixed),"[6663, 5511, 6762, 174, 5391]",5
36352,40,PARTIAL: VULNERABLE (Mixed),"[46887, 174, 1299, 3257, 40092]",8
20771,40,PARTIAL: VULNERABLE (Mixed),"[174, 6461, 3356]",7
141731,40,VULNERABLE STABLE,[9498],4
263327,40,PARTIAL: VULNERABLE (Mixed),"[7195, 12956]",4
266409,40,PARTIAL: VULNERABLE (Mixed),"[174, 53013, 7195]",6
208293,40,PARTIAL: VULNERABLE (Mixed),"[6762, 21277]",6
11492,40,PARTIAL: VULNERABLE (Mixed),"[1299, 6939, 3356, 40349]",4
27951,40,PARTIAL: VULNERABLE (Mixed),"[52320, 19429, 6762, 174, 262191, 7195, 3549]",10
81,39,PARTIAL: VULNERABLE (Mixed),"[11426, 7018, 174, 3356, 6461]",6
151690,39,VULNERABLE STABLE,[9498],6
21413,39,PARTIAL: VULNERABLE (Mixed),"[3320, 6939, 3356]",6
15440,39,PARTIAL: VULNERABLE (Mixed),[6939],5
262494,39,PARTIAL: VULNERABLE (Mixed),"[264409, 7195]",6
21559,39,PARTIAL: VULNERABLE (Mixed),"[6762, 174, 1299, 3257, 6939, 12956]",8
49100,39,VULNERABLE (Atlas Verified),[202251],2
63473,39,PARTIAL: VULNERABLE (Mixed),"[906, 1299, 4637, 174, 6204, 137409, 3399, 136557, 212477]",19
393577,38,PARTIAL: VULNERABLE (Mixed),"[32097, 6939, 137409, 174]",4
62610,38,PARTIAL: VULNERABLE (Mixed),[2914],8
52840,38,PARTIAL: VULNERABLE (Mixed),[53013],5
35179,38,PARTIAL: VULNERABLE (Mixed),"[5617, 1299, 3356]",4
132215,37,VULNERABLE STABLE,[9498],3
45474,37,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 4637, 174, 1299, 6453, 3257, 3356, 6461]",13
51847,37,PARTIAL: VULNERABLE (Mixed),"[2497, 2914, 3491, 174, 13335, 6939]",10
5610,37,VULNERABLE (Atlas Verified),"[39392, 174, 1299, 199803]",5
45629,37,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 5511, 1299, 6453, 58453, 15412, 1273, 6939, 3356, 4637]",16
45352,37,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 6762, 174, 1299, 6939, 4637]",13
40850,37,PARTIAL: VULNERABLE (Mixed),"[1031, 6762]",5
327782,36,VULNERABLE (Atlas Verified),"[37100, 5511]",2
30036,36,PARTIAL: VULNERABLE (Mixed),"[7922, 1299, 3257, 6939, 6461]",6
53158,36,PARTIAL: VULNERABLE (Mixed),[3356],2
10010,36,PARTIAL: VULNERABLE (Mixed),"[2497, 17676, 1299, 4637]",6
9902,36,PARTIAL: VULNERABLE (Mixed),"[3491, 174, 1299, 58453]",6
25645,36,PARTIAL: VULNERABLE (Mixed),"[17185, 2914, 7018, 11019, 174, 1299, 3356]",9
9658,36,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 4637, 174, 1299, 3257, 6939, 8220, 701]",14
12042,36,PARTIAL: VULNERABLE (Mixed),"[64227, 13576, 174, 6939, 6461]",5
28158,35,PARTIAL: VULNERABLE (Mixed),"[174, 6453, 3356]",7
17072,35,PARTIAL: VULNERABLE (Mixed),"[12956, 32098, 3491, 19332, 6762, 174, 6461, 1299, 6453, 6939, 3356, 701]",16
24940,35,PARTIAL: VULNERABLE (Mixed),"[2914, 6762, 174, 1299, 3320, 3257, 3356]",10
149765,35,VULNERABLE STABLE,[9498],4
15576,35,PARTIAL: VULNERABLE (Mixed),"[8220, 174, 3356]",5
23910,35,VULNERABLE STABLE,[23911],1
17922,35,PARTIAL: VULNERABLE (Mixed),"[38757, 6939]",6
13329,35,PARTIAL: VULNERABLE (Mixed),"[53703, 174, 1299, 6939, 3356]",5
24088,35,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 1299, 6939]",8
28202,35,PARTIAL: VULNERABLE (Mixed),"[52320, 1031, 53013]",6
133524,34,PARTIAL: VULNERABLE (Mixed),"[4651, 136975]",6
38235,34,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 174, 1299, 6939]",10
266167,34,PARTIAL: VULNERABLE (Mixed),"[264409, 3356, 10429]",6
31117,34,PARTIAL: VULNERABLE (Mixed),"[39392, 5511, 5578, 50263, 6939]",5
58299,34,PARTIAL: VULNERABLE (Mixed),"[174, 6830, 6939]",7
133720,34,VULNERABLE STABLE,[9498],5
263774,34,PARTIAL: VULNERABLE (Mixed),"[7049, 3356, 7303]",4
12722,34,PARTIAL: VULNERABLE (Mixed),"[31500, 59692, 50384, 1299]",12
7004,34,PARTIAL: VULNERABLE (Mixed),[12956],2
263073,34,PARTIAL: VULNERABLE (Mixed),"[3356, 264409, 7195, 12956, 3549]",5
42739,34,PARTIAL: VULNERABLE (Mixed),"[5511, 174, 1299, 50263, 3356, 5405]",6
10490,34,PARTIAL: VULNERABLE (Mixed),"[3257, 1299, 174]",4
48648,33,PARTIAL: VULNERABLE (Mixed),"[35297, 13249, 6762, 50263]",6
38022,33,PARTIAL: VULNERABLE (Mixed),"[3356, 135069]",2
37497,33,PARTIAL: VULNERABLE (Mixed),"[3491, 174, 1299, 3356]",7
2381,33,PARTIAL: VULNERABLE (Mixed),"[1299, 13428, 3257, 6939]",5
15836,33,PARTIAL: VULNERABLE (Mixed),[174],3
22974,33,PARTIAL: VULNERABLE (Mixed),[33363],2
21013,33,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 12605, 3257, 6939, 3356, 6461]",9
49981,33,PARTIAL: VULNERABLE (Mixed),"[5511, 39563, 6830, 174, 1299, 3320, 3356]",7
266181,33,PARTIAL: VULNERABLE (Mixed),"[3356, 265086]",6
268624,33,PARTIAL: VULNERABLE (Mixed),"[2914, 6762, 22356, 3356]",5
16302,32,PARTIAL: VULNERABLE (Mixed),"[12552, 1299, 174]",4
45049,32,VULNERABLE STABLE,[6696],1
2518,32,PARTIAL: VULNERABLE (Mixed),"[2914, 174, 1299, 2516]",5
10310,32,PARTIAL: VULNERABLE (Mixed),"[4637, 3491, 1221, 3462, 1299, 7195, 3356, 701]",9
15169,32,PARTIAL: VULNERABLE (Mixed),"[12956, 2914, 10084, 7018, 1299, 6453, 1273, 3356, 701]",15
264293,32,PARTIAL: VULNERABLE (Mixed),"[174, 3356]",7
53427,32,PARTIAL: VULNERABLE (Mixed),"[174, 6453, 3257, 3356]",7
273683,32,PARTIAL: VULNERABLE (Mixed),"[264409, 7195, 3356]",6
263629,32,PARTIAL: VULNERABLE (Mixed),[10429],4
1241,32,PARTIAL: VULNERABLE (Mixed),"[6762, 6939]",3
263558,32,PARTIAL: VULNERABLE (Mixed),"[1031, 7195]",5
13789,32,VULNERABLE STABLE,[1828],1
19905,31,PARTIAL: VULNERABLE (Mixed),"[2914, 4637, 22356, 6453, 3257, 12956, 6461]",9
31313,31,PARTIAL: VULNERABLE (Mixed),"[5511, 174, 1299, 3356]",5
3327,31,PARTIAL: VULNERABLE (Mixed),"[2914, 59692, 6453, 3257]",6
14593,31,PARTIAL: VULNERABLE (Mixed),"[1299, 7195, 3356, 5405, 12956, 37282, 55850, 6453, 63927, 3257, 6461, 137409, 2516, 4826, 2914, 8551, 6762, 37100, 57463]",34
49544,31,PARTIAL: VULNERABLE (Mixed),"[12956, 2914, 3491, 5617, 1299, 3320, 3356]",8
38008,31,PARTIAL: VULNERABLE (Mixed),"[137409, 3491, 174, 58453, 20473, 6939, 3356]",11
328748,31,PARTIAL: VULNERABLE (Mixed),"[2914, 3356]",5
21320,31,PARTIAL: VULNERABLE (Mixed),"[2603, 3356, 174]",3
7782,31,PARTIAL: VULNERABLE (Mixed),"[6939, 6461]",3
22911,31,PARTIAL: VULNERABLE (Mixed),"[3257, 30517, 6461, 174]",4
27066,31,VULNERABLE STABLE,[721],2
23404,31,PARTIAL: VULNERABLE (Mixed),"[2914, 1299]",3
8374,31,PARTIAL: VULNERABLE (Mixed),[174],2
45274,31,PARTIAL: VULNERABLE (Mixed),"[9498, 6453]",3
20207,31,PARTIAL: VULNERABLE (Mixed),"[7049, 174, 22927, 3356]",5
38082,30,PARTIAL: VULNERABLE (Mixed),"[2914, 5511, 174, 1299, 6453, 58453, 3356, 4637]",10
25369,30,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 13335, 58453, 3257]",9
6677,30,PARTIAL: VULNERABLE (Mixed),"[1299, 30818, 6939, 174]",4
55256,30,PARTIAL: VULNERABLE (Mixed),"[19332, 5511, 1299, 9498, 7195, 3356, 8220, 4637, 12956, 3491, 9507, 4648, 174, 36149, 3257, 6461, 701, 577, 1221, 4826, 3549, 2914, 7018, 6762, 37100, 3320]",50
55666,30,PARTIAL: VULNERABLE (Mixed),"[136106, 6939]",11
28258,30,PARTIAL: VULNERABLE (Mixed),"[264409, 3356]",3
49127,30,PARTIAL: VULNERABLE (Mixed),"[137409, 2914, 5511, 6762, 1299, 6453, 50263, 3257, 3356]",9
16097,30,PARTIAL: VULNERABLE (Mixed),"[1299, 3320, 3356, 5405]",6
11758,30,PARTIAL: VULNERABLE (Mixed),"[174, 6939, 6461]",5
13110,30,PARTIAL: VULNERABLE (Mixed),"[52185, 1299, 3356, 33869]",4
20552,30,PARTIAL: VULNERABLE (Mixed),"[1299, 29314]",3
15296,30,PARTIAL: VULNERABLE (Mixed),[6939],3
3329,30,PARTIAL: VULNERABLE (Mixed),"[1273, 6762, 206652]",3
29278,30,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 3257, 5405]",6
18002,29,PARTIAL: VULNERABLE (Mixed),[9498],5
139057,29,PARTIAL: VULNERABLE (Mixed),"[5511, 6939, 12956, 3356, 4637, 24482, 3491, 174, 6453, 3257, 58453, 6762]",19
9341,29,VULNERABLE STABLE,[38757],1
62206,29,PARTIAL: VULNERABLE (Mixed),"[6939, 174, 50263]",3
23470,29,PARTIAL: VULNERABLE (Mixed),"[2914, 7922, 6453, 3257, 6939]",7
4007,29,VULNERABLE STABLE,[9498],4
52587,29,PARTIAL: VULNERABLE (Mixed),[264409],4
197071,29,PARTIAL: VULNERABLE (Mixed),"[174, 6939]",5
8492,29,PARTIAL: VULNERABLE (Mixed),[31500],10
40948,29,PARTIAL: VULNERABLE (Mixed),"[2914, 1828, 174, 1299, 6939, 6461]",6
23352,29,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 4637, 9507, 174, 7922, 6453, 3257, 7195, 701]",14
208905,29,PARTIAL: VULNERABLE (Mixed),"[3491, 174, 1299, 3356]",6
266525,29,PARTIAL: VULNERABLE (Mixed),"[264409, 6939]",7
13999,29,PARTIAL: VULNERABLE (Mixed),"[32098, 3491, 6762, 174, 1299, 3356, 6461]",7
52974,28,PARTIAL: VULNERABLE (Mixed),"[264409, 52873, 3356]",3
8758,28,PARTIAL: VULNERABLE (Mixed),"[3303, 6730, 8220]",6
396356,28,PARTIAL: VULNERABLE (Mixed),"[1299, 7195, 3356, 28458, 174, 6453, 3257, 6461, 137409, 22356, 32098]",19
61512,28,PARTIAL: VULNERABLE (Mixed),[3356],5
28649,28,PARTIAL: VULNERABLE (Mixed),"[22356, 3356, 10429]",9
15704,28,PARTIAL: VULNERABLE (Mixed),"[5511, 174, 12338, 1299, 6453, 43833, 3356]",7
29752,28,PARTIAL: VULNERABLE (Mixed),"[3257, 174]",4
55821,28,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 174, 6939, 3356, 4637]",9
4538,28,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 174, 1299, 6453, 58453, 6939]",10
265061,28,PARTIAL: VULNERABLE (Mixed),"[52320, 3356, 1031]",3
396986,28,PARTIAL: VULNERABLE (Mixed),"[6663, 17676, 1299, 3356, 4637, 37282, 63139, 174, 6453, 4788, 3257, 701, 137409, 1221, 138699, 13649, 2516, 24538, 2914, 7018, 6762]",53
62240,28,PARTIAL: VULNERABLE (Mixed),"[2914, 58511, 1299, 3257, 3356]",5
23961,27,PARTIAL: VULNERABLE (Mixed),"[137409, 3258]",7
9125,27,PARTIAL: VULNERABLE (Mixed),"[1299, 3356]",5
21473,27,PARTIAL: VULNERABLE (Mixed),"[2914, 34309, 1299, 3320, 3356, 5405]",6
267469,27,PARTIAL: VULNERABLE (Mixed),"[8167, 7195, 174, 6939, 3356]",7
7311,27,PARTIAL: VULNERABLE (Mixed),"[577, 174, 852, 6939, 3356]",8
34772,27,PARTIAL: VULNERABLE (Mixed),"[5603, 1299, 57463, 3356]",8
398465,27,PARTIAL: VULNERABLE (Mixed),"[5511, 11404, 1299, 6939, 3356, 4637, 3491, 7459, 174, 8881, 3257, 701, 6079, 42689, 4826, 5089, 2914, 6762, 7922, 7029, 3320]",25
63956,27,PARTIAL: VULNERABLE (Mixed),"[4637, 3491, 1221, 6762, 174, 135069]",6
53587,26,PARTIAL: VULNERABLE (Mixed),"[137409, 2914, 4809, 17676, 174, 58453]",8
12831,26,VULNERABLE STABLE,"[13293, 35628]",4
2852,26,PARTIAL: VULNERABLE (Mixed),"[6762, 6939]",7
28910,26,PARTIAL: VULNERABLE (Mixed),"[6762, 174, 205103, 1299, 6453, 58453, 3356]",17
45250,26,PARTIAL: VULNERABLE (Mixed),"[24482, 174, 6939]",12
140570,26,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 9381, 174, 1299, 6453]",9
11556,26,PARTIAL: VULNERABLE (Mixed),[23520],2
51074,26,PARTIAL: VULNERABLE (Mixed),[12880],2
61745,26,PARTIAL: VULNERABLE (Mixed),"[6762, 8167]",3
61678,26,PARTIAL: VULNERABLE (Mixed),"[10429, 8167]",3
47794,26,PARTIAL: VULNERABLE (Mixed),"[5511, 174, 6939, 3356]",7
16347,26,PARTIAL: VULNERABLE (Mixed),"[25540, 1299, 6939, 3356]",6
15958,26,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 3356]",6
24631,25,PARTIAL: VULNERABLE (Mixed),[12880],2
265144,25,PARTIAL: VULNERABLE (Mixed),"[2914, 1031, 53013]",9
44735,25,PARTIAL: VULNERABLE (Mixed),"[2914, 214215, 1299, 6939, 3356, 6461]",6
135636,25,PARTIAL: VULNERABLE (Mixed),"[136106, 6939]",6
265442,25,PARTIAL: VULNERABLE (Mixed),[3356],5
8501,25,PARTIAL: VULNERABLE (Mixed),"[2603, 3356]",5
26415,25,PARTIAL: VULNERABLE (Mixed),"[4608, 4826, 2107, 4766]",11
42313,25,PARTIAL: VULNERABLE (Mixed),"[6762, 1299, 174]",4
983,25,PARTIAL: VULNERABLE (Mixed),"[2497, 137409, 3491, 174, 3257, 6939, 150684]",10
12337,25,PARTIAL: VULNERABLE (Mixed),"[2914, 174, 1299, 3320, 5405]",8
26744,25,PARTIAL: VULNERABLE (Mixed),"[3257, 6939, 174]",4
20141,25,PARTIAL: VULNERABLE (Mixed),"[1828, 174, 1299, 3356, 701]",5
24186,25,PARTIAL: VULNERABLE (Mixed),[9498],3
24173,25,PARTIAL: VULNERABLE (Mixed),"[2914, 3356]",8
10835,24,PARTIAL: VULNERABLE (Mixed),"[174, 6939, 3356, 6461, 30110]",6
141898,24,VULNERABLE STABLE,[136106],4
213605,24,PARTIAL: VULNERABLE (Mixed),"[51087, 6939]",9
14041,24,PARTIAL: VULNERABLE (Mixed),"[1299, 3356]",3
136255,24,PARTIAL: VULNERABLE (Mixed),"[174, 58453]",7
199081,24,PARTIAL: VULNERABLE (Mixed),"[174, 50673, 3257, 3356, 5405]",6
803,24,PARTIAL: VULNERABLE (Mixed),"[577, 19523, 399844, 174, 6461]",5
