asn,name,cc,cone,verdict,apnic_score,dirty,total
796,"AT&T Services, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
7959,VICON NETWORKS,XX,0,Unverified (Missing Data),-1.0,0,0
7958,"Internet Direct, Incorporated",XX,0,Unverified (Missing Data),-1.0,0,0
7957,"Shoppers Express, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
7982,"Cogent software,  Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
7985,THE CHRONICLE OF HIGHER EDUCATION,XX,0,Unverified (Missing Data),-1.0,0,0
801,Amazon Technologies Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
7986,"CenturyLink Communications, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8009,"Money Services, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8008,Great Plains Communications LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8007,"Servicios Administrados Mexis, S.A. de C.V.",XX,0,Unverified (Missing Data),-1.0,0,0
8006,"Systems & Software Consortium, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8005,SunLink,XX,0,Unverified (Missing Data),-1.0,0,0
8004,Diversified Technologies Group,XX,0,Unverified (Missing Data),-1.0,0,0
8003,"Luna USA, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8002,"Stealth Communications Services, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8001,"Cologix, Inc",XX,0,Unverified (Missing Data),-1.0,0,0
8000,Waddell Digital Imaging Center,XX,0,Unverified (Missing Data),-1.0,0,0
800,OneWeb,XX,0,Unverified (Missing Data),-1.0,0,0
80,General Electric Company,XX,0,Unverified (Missing Data),-1.0,0,0
7999,Games Online Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
7998,Cytec Industries Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
7997,EPM Telecomunicaciones S.A. E.S.P.,XX,0,Unverified (Missing Data),-1.0,0,0
7996,Victoria's Secret,XX,0,Unverified (Missing Data),-1.0,0,0
7995,Global One Mexico,XX,0,Unverified (Missing Data),-1.0,0,0
7993,Global One Chile,XX,0,Unverified (Missing Data),-1.0,0,0
7992,Cogeco Connexion Inc.,XX,0,Unverified (Missing Data),0.37,0,0
7991,"CenturyLink Communications, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
7990,"CenturyLink Communications, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
799,"Headquarters, USAISC",XX,0,Unverified (Missing Data),-1.0,0,0
7989,"CenturyLink Communications, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
7988,"CenturyLink Communications, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
7987,"CenturyLink Communications, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8065,EPM Telecomunicaciones S.A. E.S.P.,XX,0,Unverified (Missing Data),-1.0,0,0
8067,Westfield State University,XX,0,Unverified (Missing Data),-1.0,0,0
8068,Microsoft Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8149,Abacus Group LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8147,Ericsson Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8146,"Global Networking and Computing, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8145,Trans-Atlantic Communications,XX,0,Unverified (Missing Data),-1.0,0,0
8144,WorldNow Online,XX,0,Unverified (Missing Data),-1.0,0,0
8143,Neburst LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8142,"EagleQuest, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8141,SO SOFTWARE INFORMATICA LTDA,XX,0,Unverified (Missing Data),-1.0,0,0
8140,Instituto Federal Electoral,XX,0,Unverified (Missing Data),-1.0,0,0
814,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8139,Racal Data Group,XX,0,Unverified (Missing Data),-1.0,0,0
8138,Jade Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8137,"Disney Worldwide Services, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8136,Internet Financial Systems Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8135,Troy University,XX,0,Unverified (Missing Data),-1.0,0,0
8134,Baraga Telephone Company,XX,0,Unverified (Missing Data),0.0,0,0
8133,Cybercom Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8132,ENTEX Information Services,XX,0,Unverified (Missing Data),-1.0,0,0
8131,Pep Boys,XX,0,Unverified (Missing Data),-1.0,0,0
8130,"Inficad Computing and Design, LLC.",XX,0,Unverified (Missing Data),-1.0,0,0
813,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8129,"CAI Wireless Systems, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8128,"UOL Publishing, Inc",XX,0,Unverified (Missing Data),-1.0,0,0
8127,ConnectExpress,XX,0,Unverified (Missing Data),-1.0,0,0
8126,"Cloud Fabric, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8125,"Cyberport, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8148,Sourcewell,XX,0,Unverified (Missing Data),-1.0,0,0
815,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8123,Polybase,XX,0,Unverified (Missing Data),-1.0,0,0
8150,Mobile Public School System,XX,0,Unverified (Missing Data),-1.0,0,0
8173,Starboard Networks LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8172,MTI Internet Services,XX,0,Unverified (Missing Data),-1.0,0,0
8171,eNET Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8170,"MicroAge Computer Centers, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
817,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8169,Ameritech Access Indiana,XX,0,Unverified (Missing Data),-1.0,0,0
8168,"Ravenet Systems, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8167,V.tal,XX,0,Unverified (Missing Data),0.1,0,0
8166,"PrismNet, Ltd.",XX,0,Unverified (Missing Data),-1.0,0,0
8165,DataBoss Inc,XX,0,Unverified (Missing Data),-1.0,0,0
8164,"Juno Online Services, L.P.",XX,0,Unverified (Missing Data),-1.0,0,0
8163,Metrotel SA ESP,XX,0,Unverified (Missing Data),-1.0,0,0
8162,"AZ Digital Enterprises, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8161,"Insight Direct USA, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8160,Rogers Communications Canada Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
816,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8159,KansasNet / Fox Business Systems,XX,0,Unverified (Missing Data),-1.0,0,0
8158,"CACI Inc., Federal",XX,0,Unverified (Missing Data),-1.0,0,0
8157,Internet Connection USA,XX,0,Unverified (Missing Data),-1.0,0,0
8156,"Integrated Network Technologies, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8155,The Link,XX,0,Unverified (Missing Data),-1.0,0,0
8154,Gulf Telephone Company,XX,0,Unverified (Missing Data),-1.0,0,0
8153,Nortel (Northern Telecom),XX,0,Unverified (Missing Data),-1.0,0,0
8152,Broderbund Networks,XX,0,Unverified (Missing Data),-1.0,0,0
8151,UNINET,XX,0,Unverified (Missing Data),0.39,0,0
8124,Tumbleweed Internet Hub,XX,0,Unverified (Missing Data),-1.0,0,0
8122,Duquesne University,XX,0,Unverified (Missing Data),-1.0,0,0
8069,Microsoft Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8094,North West University,XX,0,Unverified (Missing Data),-1.0,0,0
8092,"Access Media Holdings, LLC",XX,0,Unverified (Missing Data),86.21,0,0
8091,Internet Commerce Services Corp,XX,0,Unverified (Missing Data),-1.0,0,0
8090,Crossfire Information Systems,XX,0,Unverified (Missing Data),-1.0,0,0
809,PhirePhly Design,XX,0,Unverified (Missing Data),-1.0,0,0
8089,GRYPHON NETWORKS CORP.,XX,0,Unverified (Missing Data),-1.0,0,0
8088,SRT ENTERPRISES,XX,0,Unverified (Missing Data),-1.0,0,0
8087,"NeuMedia, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8086,"AT&T Services, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8085,"HealthEquity, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8084,"Wolverine Execution Services, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8083,Congressional Quarterly,XX,0,Unverified (Missing Data),-1.0,0,0
8082,Worldsite Networks,XX,0,Unverified (Missing Data),-1.0,0,0
8081,Ft. Lauderdale Network,XX,0,Unverified (Missing Data),-1.0,0,0
8080,ZIP2 CORPORATION,XX,0,Unverified (Missing Data),-1.0,0,0
808,GONET,XX,0,Unverified (Missing Data),-1.0,0,0
8079,HIGH-Q TECHNICAL SOLUTIONS,XX,0,Unverified (Missing Data),-1.0,0,0
8078,Information Interclear,XX,0,Unverified (Missing Data),-1.0,0,0
8077,Devco Holdings,XX,0,Unverified (Missing Data),-1.0,0,0
8076,Department of Housing and Urban Development,XX,0,Unverified (Missing Data),-1.0,0,0
8074,Microsoft Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8073,Microsoft Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8072,Microsoft Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8071,Microsoft Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8070,Microsoft Corporation,XX,0,Safe (Missing Data),100.0,0,0
807,FORK SYSTEMS,XX,0,Unverified (Missing Data),-1.0,0,0
8093,MAID plc,XX,0,Unverified (Missing Data),-1.0,0,0
8095,LightStack Global LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8121,TCH Network Services,XX,0,Unverified (Missing Data),-1.0,0,0
8096,R Computadores,XX,0,Unverified (Missing Data),-1.0,0,0
8120,"FirstLight Fiber, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8119,Data Transmission Network Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8118,Maaznet Directory Services,XX,0,Unverified (Missing Data),-1.0,0,0
8117,Daily Racing Form,XX,0,Unverified (Missing Data),-1.0,0,0
8116,Guidant Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8115,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8114,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8113,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8112,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8111,Dalhousie University,XX,0,Unverified (Missing Data),-1.0,0,0
8110,Sprint,XX,0,Unverified (Missing Data),-1.0,0,0
811,Shared Services Canada,XX,0,Unverified (Missing Data),-1.0,0,0
8109,Sprint,XX,0,Unverified (Missing Data),-1.0,0,0
8108,Sprint,XX,0,Unverified (Missing Data),-1.0,0,0
8107,Sprint,XX,0,Unverified (Missing Data),-1.0,0,0
8106,Sprint,XX,0,Unverified (Missing Data),-1.0,0,0
8105,DakotaPro.biz,XX,0,Unverified (Missing Data),-1.0,0,0
8104,Pentagon Federal Credit Union,XX,0,Unverified (Missing Data),-1.0,0,0
8103,Florida Department of Management Services,XX,0,Safe (Missing Data),98.2,0,0
8102,Fallon McElligott,XX,0,Unverified (Missing Data),-1.0,0,0
8101,"Research Triangle Consultants, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8100,QuadraNet Enterprises LLC,XX,0,Unverified (Missing Data),-1.0,0,0
810,Shared Services Canada,XX,0,Unverified (Missing Data),-1.0,0,0
8099,"280, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8098,Internet Financial Group,XX,0,Unverified (Missing Data),-1.0,0,0
8460,PE Nikonov Evgeniy Vitalevich,XX,0,Unverified (Missing Data),-1.0,0,0
8462,Tarr Kft.,XX,0,Unverified (Missing Data),45.23,0,0
9059,Amazon Data Services Ireland Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
8869,ATOS BILISIM DANISMANLIK VE MUSTERI HIZMETLERI SANAYI VE TICARET A.S.,XX,0,Unverified (Missing Data),-1.0,0,0
8881,1&1 Versatel GmbH,XX,0,Unverified (Missing Data),0.07,0,0
8880,Economedia AD,XX,0,Unverified (Missing Data),-1.0,0,0
888,AMECO,XX,0,Unverified (Missing Data),-1.0,0,0
8879,DTS Systeme GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8878,nfon AG,XX,0,Unverified (Missing Data),-1.0,0,0
8877,Lir.bg EOOD,XX,0,Unverified (Missing Data),-1.0,0,0
8875,sinma GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8874,Oliver Bartels F+E,XX,0,Unverified (Missing Data),-1.0,0,0
8873,Alexander Wagberg trading as Wberg Networks,XX,0,Unverified (Missing Data),-1.0,0,0
8872,Cherkizovo Group PJSC,XX,0,Unverified (Missing Data),-1.0,0,0
8870,Overseas Technologies LLC,XX,0,Unverified (Missing Data),0.0,0,0
887,COLLECTIVITE DE SAINT BARTHELEMY,XX,0,Unverified (Missing Data),-1.0,0,0
8868,Khallagh Borhan Market Development for Creative Industries Co,XX,0,Unverified (Missing Data),-1.0,0,0
8771,YUnet International d.o.o.,XX,0,Safe (Missing Data),100.0,0,0
8867,Government ICT Authority - Israel,XX,0,Unverified (Missing Data),-1.0,0,0
8865,Politechnika Bialostocka,XX,0,Unverified (Missing Data),1.45,0,0
8861,GTT Communications Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8860,Delta HighTech Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
886,COLLECTIVITE DE SAINT BARTHELEMY,XX,0,Unverified (Missing Data),-1.0,0,0
8856,UkrNet Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
8855,OPIQUAD S.P.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8853,Start-IT LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8851,GCI Network Solutions Limited,XX,0,Unverified (Missing Data),2.51,0,0
885,GONET,XX,0,Unverified (Missing Data),-1.0,0,0
8849,Melbikomas UAB,XX,0,Unverified (Missing Data),2.73,0,0
8848,JSC Center of Financial Technologies,XX,0,Unverified (Missing Data),-1.0,0,0
8882,AS8882 s.r.o.,XX,0,Unverified (Missing Data),-1.0,0,0
8883,UBS AG,XX,0,Unverified (Missing Data),-1.0,0,0
8884,CRIF S.p.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8885,euNetworks GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8912,Aptum Technologies (UK) Limited,XX,0,Unverified (Missing Data),-1.0,0,0
8911,TESLATEL SRL,XX,0,Unverified (Missing Data),-1.0,0,0
891,Smart Bid Inc,XX,0,Unverified (Missing Data),-1.0,0,0
8909,"Federal State Budgetary Educational Institution Of Higher Education ""Amur State University""",XX,0,Unverified (Missing Data),-1.0,0,0
8908,SWISSLIFE BANQUE PRIVEE SA,XX,0,Unverified (Missing Data),-1.0,0,0
8905,Digit One LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8904,Bank of Russia,XX,0,Unverified (Missing Data),-1.0,0,0
8903,LYNTIA NETWORKS S.A.,XX,0,Unverified (Missing Data),0.83,0,0
8902,CCS Connectivity Limited,XX,0,Unverified (Missing Data),-1.0,0,0
8901,"GKU ""Mosgortelecom""",XX,0,Unverified (Missing Data),-1.0,0,0
890,Hermiston School District 8R,XX,0,Unverified (Missing Data),-1.0,0,0
89,DoD Naval Undersea Warfare,US,0,VULNERABLE (No Coverage),-1.0,1,1
8899,inexio Informationstechnologie und Telekommunikation Gmbh,XX,0,Unverified (Missing Data),0.13,0,0
8898,High-Speed Universal Broadband Services C.I.C.,XX,0,Unverified (Missing Data),-1.0,0,0
8897,KCOM GROUP LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
8896,GLOBALCONNECT AS,XX,0,Unverified (Missing Data),0.68,0,0
8895,King Abdul Aziz City for Science and Technology,XX,0,Unverified (Missing Data),68.69,0,0
8894,Nice LTD,XX,0,Unverified (Missing Data),-1.0,0,0
8892,UAB Skylink LT.,XX,0,Unverified (Missing Data),-1.0,0,0
8891,Orange S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8890,University of Warsaw,XX,0,Unverified (Missing Data),0.0,0,0
889,Deerfield Valley Communications Union District,US,0,SECURE (Full Coverage),94.12,0,2
8889,GO p.l.c.,XX,0,Unverified (Missing Data),-1.0,0,0
8887,"TESATEL, s.r.o.",SK,0,SECURE (Full Coverage),100.0,0,1
8886,PGE Systemy S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8847,"CJSC ""Telecomm Technology""",XX,0,Unverified (Missing Data),-1.0,0,0
8846,"Federal State Unitary Enterprise ""Television Technical Center ""Ostankino""",XX,0,Unverified (Missing Data),-1.0,0,0
8844,GTT - EMEA Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
8804,regio[.NET] Holding GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8802,Thomson Reuters (Professional) UK Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
8801,Rocket Fibre Ltd,XX,0,Unverified (Missing Data),0.0,0,0
880,GONET,XX,0,Unverified (Missing Data),-1.0,0,0
88,Princeton University,US,0,VULNERABLE (No Coverage),-1.0,3,3
8798,Powszechna Agencja Informacyjna S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8796,FASTNET DATA INC,XX,0,Unverified (Missing Data),1.47,0,0
8795,Vivacom Bulgaria EAD,XX,0,Unverified (Missing Data),-1.0,0,0
8794,Frankfurter Allgemeine Zeitung GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8793,Thinxx GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8792,Axel Springer SE,XX,0,Unverified (Missing Data),-1.0,0,0
8791,Kerv Experience Limited,XX,0,Unverified (Missing Data),-1.0,0,0
8790,"Federal State Budgetary Educational Institution of Higher Education ""Petrozavodsk State University""",RU,0,VULNERABLE (No Coverage),-1.0,1,1
879,GONET,XX,0,Unverified (Missing Data),-1.0,0,0
8789,TELEFONICA TECH NORTHERN IRELAND LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
8788,"ADAMANT, Ltd.",XX,0,Unverified (Missing Data),0.0,0,0
8787,Amaris Technologies GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8786,Telenor Norge AS,XX,0,Unverified (Missing Data),-1.0,0,0
8784,Odigo SASU,XX,0,Unverified (Missing Data),-1.0,0,0
8781,Ooredoo Q.S.C.,XX,0,Unverified (Missing Data),-1.0,0,0
878,GONET,XX,0,Unverified (Missing Data),-1.0,0,0
8779,KhmelnitskInfocom LTD,XX,0,Unverified (Missing Data),0.0,0,0
8778,Slovanet a.s.,XX,0,Unverified (Missing Data),1.27,0,0
8775,Perm Federal Research Center of the Ural Branch of the Russian Academy of Sciences,RU,0,VULNERABLE (No Coverage),-1.0,2,2
8774,OOO Kompaniya Etype,XX,0,Unverified (Missing Data),-1.0,0,0
8773,"PJSC ""Vimpelcom""",XX,0,Unverified (Missing Data),-1.0,0,0
8803,Migros-Genossenschafts-Bund,XX,0,Unverified (Missing Data),-1.0,0,0
8808,"""NOVATEL"" EOOD",XX,0,Unverified (Missing Data),-1.0,0,0
8843,Quickline AG,XX,0,Unverified (Missing Data),-1.0,0,0
881,GONET,XX,0,Unverified (Missing Data),-1.0,0,0
8841,Marlink AS,XX,0,Unverified (Missing Data),-1.0,0,0
884,GONET,XX,0,Unverified (Missing Data),-1.0,0,0
8839,SdV-Plurimedia,XX,0,Unverified (Missing Data),-1.0,0,0
8838,Compuweb Communications Services Limited,XX,0,Unverified (Missing Data),-1.0,0,0
8837,Arelion IPX,XX,0,Unverified (Missing Data),-1.0,0,0
8835,Vitrifi Limited,XX,0,Unverified (Missing Data),-1.0,0,0
8834,Gmina Miasto Rzeszow,XX,0,Unverified (Missing Data),-1.0,0,0
8833,netplus.ch SA,XX,0,Unverified (Missing Data),-1.0,0,0
8832,Vintaro GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8831,QNB Finansbank A.S.,XX,0,Unverified (Missing Data),-1.0,0,0
8830,UltraNet d.o.o.,XX,0,Unverified (Missing Data),-1.0,0,0
883,GONET,XX,0,Unverified (Missing Data),-1.0,0,0
8829,ElmoNet Oy,XX,0,Unverified (Missing Data),0.0,0,0
8828,PJSC Rostelecom,XX,0,Unverified (Missing Data),-1.0,0,0
8826,Siemens AG,XX,0,Unverified (Missing Data),-1.0,0,0
8822,MYNET TRENTINO SRL,XX,0,Unverified (Missing Data),-1.0,0,0
8821,WWZ Telekom AG,XX,0,Unverified (Missing Data),0.19,0,0
882,GONET,XX,0,Unverified (Missing Data),-1.0,0,0
8819,Metro Internet Sp. z o.o.,XX,0,Unverified (Missing Data),0.0,0,0
8818,Tusass A/S,XX,0,Unverified (Missing Data),-1.0,0,0
8817,"Sobolev Institute of Mathematics, Siberian Branch of the Russian Academy of Sciences, FGBU",RU,0,VULNERABLE (No Coverage),-1.0,1,1
8816,Metrolink S.R.L.,XX,0,Unverified (Missing Data),-1.0,0,0
8814,Aztelekom LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8813,"PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",XX,0,Unverified (Missing Data),-1.0,0,0
8811,Limited liability company TANAID,XX,0,Unverified (Missing Data),-1.0,0,0
8913,Mopos Communications A.S.,XX,0,Unverified (Missing Data),-1.0,0,0
8915,Company Delfa Co. Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
8916,Portfast Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
9028,OHOST LLC,XX,0,Unverified (Missing Data),-1.0,0,0
9025,SIX Group Services AG,XX,0,Unverified (Missing Data),-1.0,0,0
9023,Oesterreichische Lotterien GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
9022,TWL-Kom GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
9021,Is Net Elektonik Bilgi Uretim Dagitim Ticaret ve Iletisim Hizmetleri A.S.,XX,0,Unverified (Missing Data),2.15,0,0
9020,Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,XX,0,Unverified (Missing Data),-1.0,0,0
902,SPACE COAST CREDIT UNION,XX,0,Unverified (Missing Data),-1.0,0,0
9017,Marcus van Dam,XX,0,Unverified (Missing Data),-1.0,0,0
9016,Krakowski Bank Spoldzielczy,XX,0,Unverified (Missing Data),-1.0,0,0
9015,Vodafone Romania S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
9014,Centre for Environment Fisheries and Aquaculture Science (CEFAS),XX,0,Unverified (Missing Data),-1.0,0,0
9011,The Patent Office,XX,0,Unverified (Missing Data),-1.0,0,0
901,"Frontier Science and Technology Research Foundation, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
9009,M247 Europe SRL,XX,0,Unverified (Missing Data),0.65,0,0
9008,Visual Online S.A.,XX,0,Unverified (Missing Data),0.0,0,0
9007,Dumrath & Fassnacht KG (GmbH & Co.),XX,0,Unverified (Missing Data),-1.0,0,0
9006,"CJSC ""Giproenergoprom""",XX,0,Unverified (Missing Data),-1.0,0,0
9003,Societe Francaise Du Radiotelephone - SFR SA,XX,0,Unverified (Missing Data),-1.0,0,0
9001,ZUPO D.O.O.,XX,0,Unverified (Missing Data),-1.0,0,0
9000,Eser Telekom Sanayi ve Ticaret A.S.,XX,0,Unverified (Missing Data),0.0,0,0
900,WAA,XX,0,Unverified (Missing Data),-1.0,0,0
90,Oracle Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
9,Carnegie Mellon University,US,0,PARTIAL (Mixed Feeds),0.0,4,5
8999,Axinet Communication sarl,XX,0,Unverified (Missing Data),-1.0,0,0
8998,"""Russian company"" LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8997,PJSC Rostelecom,XX,0,Unverified (Missing Data),-1.0,0,0
9026,MYNET S.R.L.,IT,0,SECURE (Full Coverage),-1.0,0,1
9029,"SIA ""HomeTV Pro""",XX,0,Unverified (Missing Data),-1.0,0,0
8995,LARS MICHAEL JOGBAECK,XX,0,Unverified (Missing Data),-1.0,0,0
903,"Unified Communications Technologies, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
9058,KAN AUTO Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
9057,Lumen Technologies UK Limited,XX,0,Unverified (Missing Data),-1.0,0,0
9056,"Keldysh Institute of Applied Mathematics, Russian Academy of Sciences",XX,0,Unverified (Missing Data),-1.0,0,0
9055,Verizon Ireland Limited,XX,0,Unverified (Missing Data),-1.0,0,0
9053,VSHosting s.r.o.,XX,0,Unverified (Missing Data),-1.0,0,0
9052,Unidad Editorial SA,XX,0,Unverified (Missing Data),-1.0,0,0
9051,IncoNet Data Management sal,XX,0,Unverified (Missing Data),3.83,0,0
9050,Orange Romania S.A.,XX,0,Unverified (Missing Data),0.17,0,0
905,Waterloo regional police service,XX,0,Unverified (Missing Data),-1.0,0,0
9049,"JSC ""ER-Telecom Holding""",XX,0,Unverified (Missing Data),-1.0,0,0
9048,Fixmap Sp. z o.o.,XX,0,Unverified (Missing Data),-1.0,0,0
