asn,cc,name,verdict,apnic_score,cone,dirty_feeds,total_feeds
63834,US,PrimeXM Networks (Singapore) PTE. LTD,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
211327,RO,CODEVAULT SRL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
47490,IE,TuxBox,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
211381,NL,Podaon SIA,Stub: UNVERIFIED (Dirty Feed),97.6,0,2,4
63949,US,Akamai (Linode),Stub: UNVERIFIED (Dirty Feed),57.83,0,4,7
23007,VE,Universidad de Los Andes,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
211462,RO,Andrei Tiberiu Holt,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
399899,US,Lightening Systems,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
47648,FR,NOREST SERVICES SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
203296,FI,Kristillinen Media Oy,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
203315,GB,Web Wiz Ltd,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
14907,BR,Wikimedia Foundation Inc.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,6,14
39484,FI,Pirkan Opiskelija-asunnot Oy,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
203352,FR,NEYRIAL CENTRE FRANCE SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
6750,ES,"Soluciones Dinamicas de la Red, S.L.",Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
55911,JP,kazukichi,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
14956,US,RouterHosting LLC,Stub: UNVERIFIED (Dirty Feed),59.21,0,5,7
47727,CZ,Warnet.cz s.r.o.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
39542,FR,SIGMA INFORMATIQUE SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
203457,ES,Fundacio Institut de Ciencies Fotoniques (ICFO),Stub: INHERITED (Clean Pipe),-1.0,0,0,1
203476,FR,GANDI SAS,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
6878,DE,T-Systems International GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
203488,CZ,DaLuNET s.r.o.,Stub: SECURE (Clean Pipe),100.0,0,0,1
39648,SE,DataCom Group Nordic AB,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
211694,FR,Alpes Networks SAS,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
31472,GB,VoiceHost Ltd,Stub: SECURE (Clean Pipe),100.0,0,0,2
15088,US,First Network Group Inc,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
31493,GB,TWENTYTWENTYMEDIA LIMITED,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
31520,UA,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",Stub: SECURE (Clean Pipe),99.8,0,0,1
203592,DE,CLOUD & HEAT Technologies GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
211809,GR,VALITY SA,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
39790,CZ,Web4U s.r.o.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
400245,US,AlphaCentri Corporation,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
31615,NL,Odido Netherlands B.V.,Stub: SECURE (Clean Pipe),99.98,0,0,1
39857,FI,Aalto University Student Union,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
23483,US,Shasta County Office of Education,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
64449,SE,Datakonsult Magnus Sandberg,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
31705,DE,Europaischen Organisation fuer die Nutzung Meteorologischen Satelliten (Eumetsat),Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
39900,LV,SIA GOOD,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
31708,XX,Coreix Ltd,IXP / Peer / Stub,-1.0,0,0,0
400371,US,PUEBLO OF LAGUNA UTILITY AUTHORITY,Stub: SECURE (Clean Pipe),100.0,0,0,1
39935,CY,NETSMART (CYPRUS) LTD,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
48154,DE,Thomas Horx & Christian Wetzig GbR,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
211997,US,EHO.LINK SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
56357,DE,Technical University of Munich,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
203817,FI,Kuhmon kyläverkko-osuuskunta,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
212049,DE,Jonathan Nebel,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
40021,US,"Contabo (Nubes, LLC)",Stub: UNVERIFIED (Dirty Feed),89.38,0,1,3
56427,CZ,Michal Hradil,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
23719,AU,University of Sydney,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
203953,DK,Hiper A/S,Stub: SECURE (Clean Pipe),100.0,0,0,1
31922,US,"Datto, LLC",Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
400564,US,"Weston Reed, Sole Proprietorship",Stub: INHERITED (Clean Pipe),-1.0,0,0,1
400566,US,Sergio Zygmunt,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
15556,RU,"City Solutions, LLC",Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
48328,DE,retarus GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,5
204003,DE,Jan-Eric Ortgies,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
204020,US,Fenice Telekom Grupa d.o.o.,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
400644,US,BGPKIT LLC,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
48390,CH,Lucas Dousse,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
56588,EE,Information System Authority,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
204053,DE,ADESTIS GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
204057,LT,Duomenu apdorojimo centras LTD,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
15693,NL,Today Concepts B.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
400719,US,RJN Services,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
7514,JP,"Computer Engineering & Consulting, Ltd.",Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
212321,FR,PC A LA CARTE SASU,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
212323,CH,Daedalean AG,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
204151,NL,EWII Bredbaand A/S,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
15817,DE,Mittwald GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
7645,AU,Deakin University,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
204253,DE,CTS Eventim Solutions GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
204296,DE,VEKA AG,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
48661,CZ,"AIRWAYNET, a.s.",Stub: SECURE (Clean Pipe),100.0,0,0,2
204310,DE,Synergies GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
40490,NL,"Afilias, Inc.",Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
56876,DE,Ociris GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
204334,SE,Vassbacks Fibernat ek. for.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
147040,MY,NEBULA SYSTEMS SDN BHD,Stub: UNVERIFIED (Dirty Feed),-1.0,0,4,4
24164,TW,UNION BROADBAND NETWORK,Stub: UNVERIFIED (Dirty Feed),42.53,0,1,1
48777,DE,DARC e.V.,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
204467,MD,AIRSTREAM SRL,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
270009,EC,GUALAN JAPON LUIS JOAQUIN (SARAGUROSNET),Stub: UNVERIFIED (Dirty Feed),95.79,0,2,2
401167,CA,Sinn Development Ltd.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
57103,FR,Nomotech SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
48926,CZ,Pe3ny Net s.r.o.,Stub: SECURE (Clean Pipe),99.21,0,0,1
139049,AU,GIGACOMM PTY LTD,Stub: SECURE (Clean Pipe),100.0,0,0,1
48945,GB,OPEN FIBRE NETWORKS (WHOLESALE) LIMITED,Stub: SECURE (Clean Pipe),98.39,0,0,1
16188,DE,punkt.de GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
24390,FJ,The University of the South Pacific,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
212832,FR,Association REPTIGO,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
212855,NL,Jelle Luteijn,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,5
57225,US,Floris van der Krieken,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
212882,LU,dnx network sarl,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
57254,PL,FHU SKANET Wojciech Capek,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
204731,GB,FIBRENEST LIMITED,Stub: SECURE (Clean Pipe),98.17,0,0,2
57294,CZ,Internet Expert s.r.o.,Stub: SECURE (Clean Pipe),100.0,0,0,1
40916,US,"Evalse, LLC",Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
204796,DE,Krones AG,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
